year,sex,indig,dist_sec,sc,grc,fam_n,min_dist,dist_cap,poor,progresa,hohedu,hohwag,welfare_index,hohsex,hohage,age,village,folnum,grc97,sc97
97,0.0,0.0,4.473,1.0,7.0,7,21.16838403012562,21.16838403012562,pobre,0,6,0.0,583.0,1.0,35.0,13,163,1,7,1.0
98,0.0,0.0,4.473,1.0,8.0,7,21.16838403012562,21.16838403012562,pobre,0,6,0.0,583.0,1.0,35.0,14,163,1,7,1.0
97,1.0,0.0,4.473,1.0,6.0,7,21.16838403012562,21.16838403012562,pobre,0,6,0.0,583.0,1.0,35.0,12,163,2,6,1.0
98,1.0,0.0,4.473,1.0,7.0,7,21.16838403012562,21.16838403012562,pobre,0,6,0.0,583.0,1.0,35.0,13,163,2,6,1.0
97,0.0,0.0,4.473,1.0,2.0,7,21.16838403012562,21.16838403012562,pobre,0,6,0.0,583.0,1.0,35.0,8,163,3,2,1.0
98,0.0,0.0,4.473,1.0,3.0,7,21.16838403012562,21.16838403012562,pobre,0,6,0.0,583.0,1.0,35.0,9,163,3,2,1.0
97,0.0,0.0,3.154,0.0,6.0,6,127.1147801129469,154.1960026420774,pobre,basal,4,0.0,684.0,1.0,85.0,14,271,4,6,0.0
98,0.0,0.0,3.154,0.0,6.0,6,127.1147801129469,154.1960026420774,pobre,basal,4,0.0,684.0,1.0,85.0,15,271,4,6,0.0
97,1.0,0.0,3.3729999,1.0,2.0,5,85.30027246259445,105.8786688109714,pobre,basal,6,875.0,742.14001,1.0,26.0,9,263,5,2,1.0
98,1.0,0.0,3.3729999,1.0,2.0,5,85.30027246259445,105.8786688109714,pobre,basal,6,875.0,742.14001,1.0,26.0,10,263,5,2,1.0
97,0.0,0.0,3.3729999,1.0,2.0,5,85.30027246259445,105.8786688109714,pobre,basal,6,875.0,742.14001,1.0,26.0,7,263,6,2,1.0
98,0.0,0.0,3.3729999,1.0,3.0,5,85.30027246259445,105.8786688109714,pobre,basal,6,875.0,742.14001,1.0,26.0,8,263,6,2,1.0
97,0.0,0.0,3.3729999,,0.0,5,85.30027246259445,105.8786688109714,pobre,basal,6,875.0,742.14001,1.0,26.0,6,263,7,0,
98,0.0,0.0,3.3729999,1.0,1.0,5,85.30027246259445,105.8786688109714,pobre,basal,6,875.0,742.14001,1.0,26.0,7,263,7,0,
97,1.0,1.0,1.9349999,1.0,2.0,5,127.6576076683567,333.0487309508877,pobre,basal,3,500.0,552.0,1.0,98.0,10,418,8,2,1.0
98,1.0,1.0,1.9349999,1.0,3.0,5,127.6576076683567,333.0487309508877,pobre,basal,3,500.0,552.0,1.0,98.0,11,418,8,2,1.0
97,0.0,1.0,1.9349999,1.0,2.0,5,127.6576076683567,333.0487309508877,pobre,basal,3,500.0,552.0,1.0,98.0,8,418,9,2,1.0
98,0.0,1.0,1.9349999,1.0,3.0,5,127.6576076683567,333.0487309508877,pobre,basal,3,500.0,552.0,1.0,98.0,9,418,9,2,1.0
97,1.0,1.0,1.9349999,1.0,5.0,10,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,660.0,1.0,60.0,16,418,10,5,1.0
98,1.0,1.0,1.9349999,0.0,6.0,10,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,660.0,1.0,60.0,17,418,10,5,1.0
97,0.0,1.0,1.9349999,1.0,3.0,10,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,660.0,1.0,60.0,12,418,11,3,1.0
98,0.0,1.0,1.9349999,1.0,6.0,10,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,660.0,1.0,60.0,13,418,11,3,1.0
97,0.0,1.0,1.9349999,1.0,2.0,7,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,471.0,1.0,30.0,8,418,12,2,1.0
98,0.0,1.0,1.9349999,1.0,3.0,7,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,471.0,1.0,30.0,9,418,12,2,1.0
97,1.0,1.0,1.9349999,1.0,1.0,7,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,471.0,1.0,30.0,7,418,13,1,1.0
98,1.0,1.0,1.9349999,1.0,2.0,7,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,471.0,1.0,30.0,8,418,13,1,1.0
97,0.0,1.0,1.9349999,1.0,3.0,5,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,530.0,1.0,32.0,8,418,14,3,1.0
98,0.0,1.0,1.9349999,1.0,3.0,5,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,530.0,1.0,32.0,9,418,14,3,1.0
97,1.0,1.0,1.9349999,0.0,6.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,595.59998,1.0,50.0,14,418,15,6,0.0
98,1.0,1.0,1.9349999,,,9,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,595.59998,1.0,50.0,15,418,15,6,0.0
97,1.0,1.0,1.9349999,1.0,3.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,595.59998,1.0,50.0,10,418,16,3,1.0
98,1.0,1.0,1.9349999,1.0,4.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,595.59998,1.0,50.0,11,418,16,3,1.0
97,1.0,1.0,1.9349999,1.0,2.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,595.59998,1.0,50.0,8,418,17,2,1.0
98,1.0,1.0,1.9349999,1.0,3.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,595.59998,1.0,50.0,9,418,17,2,1.0
97,0.0,1.0,1.9349999,1.0,3.0,4,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,604.0,1.0,37.0,10,418,18,3,1.0
98,0.0,1.0,1.9349999,1.0,4.0,4,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,604.0,1.0,37.0,11,418,18,3,1.0
97,0.0,1.0,1.9349999,1.0,2.0,4,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,604.0,1.0,37.0,9,418,19,2,1.0
98,0.0,1.0,1.9349999,1.0,3.0,4,127.6576076683567,333.0487309508877,pobre,basal,4,500.0,604.0,1.0,37.0,10,418,19,2,1.0
97,0.0,1.0,1.9349999,0.0,3.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,764.0,1.0,44.0,15,418,20,3,0.0
98,0.0,1.0,1.9349999,0.0,4.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,764.0,1.0,44.0,16,418,20,3,0.0
97,0.0,1.0,1.9349999,1.0,2.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,764.0,1.0,44.0,8,418,21,2,1.0
98,0.0,1.0,1.9349999,1.0,3.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,764.0,1.0,44.0,9,418,21,2,1.0
97,0.0,1.0,1.9349999,1.0,3.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,764.0,1.0,44.0,11,418,22,3,1.0
98,0.0,1.0,1.9349999,1.0,4.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,764.0,1.0,44.0,12,418,22,3,1.0
97,1.0,1.0,1.9349999,1.0,5.0,7,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,618.5,1.0,36.0,14,418,23,5,1.0
98,1.0,1.0,1.9349999,0.0,5.0,7,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,618.5,1.0,36.0,15,418,23,5,1.0
97,0.0,1.0,1.9349999,1.0,5.0,7,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,618.5,1.0,36.0,12,418,24,5,1.0
98,0.0,1.0,1.9349999,0.0,6.0,7,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,618.5,1.0,36.0,13,418,24,5,1.0
97,1.0,1.0,1.9349999,1.0,1.0,7,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,618.5,1.0,36.0,7,418,25,1,1.0
98,1.0,1.0,1.9349999,1.0,2.0,7,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,618.5,1.0,36.0,8,418,25,1,1.0
97,0.0,1.0,1.9349999,0.0,6.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,631.0,1.0,41.0,15,418,26,6,0.0
98,0.0,1.0,1.9349999,0.0,6.0,6,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,631.0,1.0,41.0,16,418,26,6,0.0
97,0.0,1.0,1.9349999,0.0,6.0,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,16,418,27,6,0.0
98,0.0,1.0,1.9349999,,,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,17,418,27,6,0.0
97,1.0,1.0,1.9349999,0.0,5.0,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,12,418,28,5,0.0
98,1.0,1.0,1.9349999,1.0,5.0,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,13,418,28,5,0.0
97,0.0,1.0,1.9349999,0.0,5.0,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,10,418,29,5,0.0
98,0.0,1.0,1.9349999,1.0,5.0,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,11,418,29,5,0.0
97,1.0,1.0,1.9349999,0.0,3.0,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,9,418,30,3,0.0
98,1.0,1.0,1.9349999,1.0,4.0,8,127.6576076683567,333.0487309508877,pobre,basal,0,500.0,459.0,1.0,49.0,10,418,30,3,0.0
97,0.0,1.0,1.9349999,1.0,3.0,8,127.6576076683567,333.0487309508877,pobre,basal,5,500.0,438.0,1.0,32.0,9,418,31,3,1.0
98,0.0,1.0,1.9349999,1.0,4.0,8,127.6576076683567,333.0487309508877,pobre,basal,5,500.0,438.0,1.0,32.0,10,418,31,3,1.0
97,1.0,1.0,1.9349999,1.0,1.0,8,127.6576076683567,333.0487309508877,pobre,basal,5,500.0,438.0,1.0,32.0,7,418,32,1,1.0
98,1.0,1.0,1.9349999,1.0,2.0,8,127.6576076683567,333.0487309508877,pobre,basal,5,500.0,438.0,1.0,32.0,8,418,32,1,1.0
97,0.0,1.0,1.9349999,1.0,4.0,6,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,513.0,1.0,39.0,10,418,33,4,1.0
98,0.0,1.0,1.9349999,1.0,5.0,6,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,513.0,1.0,39.0,11,418,33,4,1.0
97,1.0,1.0,1.9349999,1.0,2.0,6,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,513.0,1.0,39.0,8,418,34,2,1.0
98,1.0,1.0,1.9349999,1.0,3.0,6,127.6576076683567,333.0487309508877,pobre,basal,6,480.0,513.0,1.0,39.0,9,418,34,2,1.0
97,0.0,1.0,1.9349999,0.0,6.0,7,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,612.5,1.0,57.0,15,418,35,6,0.0
98,0.0,1.0,1.9349999,0.0,3.0,7,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,612.5,1.0,57.0,16,418,35,6,0.0
97,1.0,1.0,1.9349999,1.0,4.0,7,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,612.5,1.0,57.0,11,418,36,4,1.0
98,1.0,1.0,1.9349999,1.0,5.0,7,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,612.5,1.0,57.0,12,418,36,4,1.0
97,1.0,1.0,1.9349999,1.0,0.0,7,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,612.5,1.0,57.0,6,418,37,0,1.0
98,1.0,1.0,1.9349999,1.0,1.0,7,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,612.5,1.0,57.0,7,418,37,0,1.0
97,0.0,1.0,1.9349999,0.0,6.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,15,418,38,6,0.0
98,0.0,1.0,1.9349999,0.0,6.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,16,418,38,6,0.0
97,1.0,1.0,1.9349999,1.0,6.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,13,418,39,6,1.0
98,1.0,1.0,1.9349999,1.0,7.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,14,418,39,6,1.0
97,0.0,1.0,1.9349999,0.0,4.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,11,418,40,4,0.0
98,0.0,1.0,1.9349999,1.0,5.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,12,418,40,4,0.0
97,1.0,1.0,1.9349999,1.0,2.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,9,418,41,2,1.0
98,1.0,1.0,1.9349999,1.0,3.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,10,418,41,2,1.0
97,0.0,1.0,1.9349999,1.0,0.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,6,418,42,0,1.0
98,0.0,1.0,1.9349999,1.0,1.0,9,127.6576076683567,333.0487309508877,pobre,basal,0,480.0,517.5,1.0,37.0,7,418,42,0,1.0
97,1.0,0.0,4.3509998,0.0,7.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,750.0,1152.25,1.0,45.0,16,363,43,7,0.0
98,1.0,0.0,4.3509998,,,7,156.2881228509076,168.9932054461552,no pobre,basal,0,750.0,1152.25,1.0,45.0,17,363,43,7,0.0
97,0.0,0.0,4.3509998,1.0,1.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,750.0,1152.25,1.0,45.0,8,363,44,1,1.0
98,0.0,0.0,4.3509998,1.0,2.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,750.0,1152.25,1.0,45.0,9,363,44,1,1.0
97,1.0,0.0,4.3509998,1.0,0.0,4,156.2881228509076,168.9932054461552,pobre,basal,6,750.0,744.0,1.0,30.0,6,363,45,0,1.0
98,1.0,0.0,4.3509998,1.0,1.0,4,156.2881228509076,168.9932054461552,pobre,basal,6,750.0,744.0,1.0,30.0,7,363,45,0,1.0
97,1.0,0.0,4.3509998,1.0,0.0,4,156.2881228509076,168.9932054461552,no pobre,basal,6,750.0,875.0,1.0,34.0,6,363,46,0,1.0
98,1.0,0.0,4.3509998,1.0,1.0,4,156.2881228509076,168.9932054461552,no pobre,basal,6,750.0,875.0,1.0,34.0,7,363,46,0,1.0
97,0.0,0.0,4.3509998,1.0,6.0,5,156.2881228509076,168.9932054461552,pobre,basal,6,1200.0,754.0,1.0,36.0,13,363,47,6,1.0
98,0.0,0.0,4.3509998,1.0,7.0,5,156.2881228509076,168.9932054461552,pobre,basal,6,1200.0,754.0,1.0,36.0,14,363,47,6,1.0
97,0.0,0.0,4.3509998,1.0,5.0,5,156.2881228509076,168.9932054461552,pobre,basal,6,1200.0,754.0,1.0,36.0,12,363,48,5,1.0
98,0.0,0.0,4.3509998,1.0,6.0,5,156.2881228509076,168.9932054461552,pobre,basal,6,1200.0,754.0,1.0,36.0,13,363,48,5,1.0
97,1.0,0.0,4.3509998,1.0,5.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,825.12,1.0,66.0,14,363,49,5,1.0
98,1.0,0.0,4.3509998,1.0,6.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,825.12,1.0,66.0,15,363,49,5,1.0
97,0.0,0.0,4.3509998,1.0,7.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,825.12,1.0,66.0,13,363,50,7,1.0
98,0.0,0.0,4.3509998,1.0,8.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,825.12,1.0,66.0,14,363,50,7,1.0
97,1.0,0.0,4.3509998,1.0,5.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,825.12,1.0,66.0,11,363,51,5,1.0
98,1.0,0.0,4.3509998,1.0,6.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,825.12,1.0,66.0,12,363,51,5,1.0
97,0.0,0.0,4.3509998,1.0,7.0,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,16,363,52,7,1.0
98,0.0,0.0,4.3509998,,,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,17,363,52,7,1.0
97,0.0,0.0,4.3509998,1.0,7.0,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,14,363,53,7,1.0
98,0.0,0.0,4.3509998,1.0,8.0,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,15,363,53,7,1.0
97,1.0,0.0,4.3509998,1.0,5.0,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,11,363,54,5,1.0
98,1.0,0.0,4.3509998,1.0,6.0,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,12,363,54,5,1.0
97,1.0,0.0,4.3509998,1.0,0.0,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,6,363,55,0,1.0
98,1.0,0.0,4.3509998,1.0,1.0,8,156.2881228509076,168.9932054461552,pobre,basal,3,0.0,844.0,1.0,39.0,7,363,55,0,1.0
97,1.0,0.0,4.3509998,0.0,6.0,4,156.2881228509076,168.9932054461552,pobre,basal,0,750.0,671.0,1.0,66.0,16,363,56,6,0.0
98,1.0,0.0,4.3509998,,,4,156.2881228509076,168.9932054461552,pobre,basal,0,750.0,671.0,1.0,66.0,17,363,56,6,0.0
97,0.0,0.0,4.3509998,1.0,3.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,0.0,522.0,1.0,48.0,9,363,57,3,1.0
98,0.0,0.0,4.3509998,1.0,4.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,0.0,522.0,1.0,48.0,10,363,57,3,1.0
97,1.0,0.0,4.3509998,1.0,1.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,0.0,522.0,1.0,48.0,7,363,58,1,1.0
98,1.0,0.0,4.3509998,1.0,2.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,0.0,522.0,1.0,48.0,8,363,58,1,1.0
97,1.0,0.0,4.3509998,1.0,10.0,8,156.2881228509076,168.9932054461552,no pobre,basal,3,0.0,766.0,1.0,44.0,16,363,59,10,1.0
98,1.0,0.0,4.3509998,,,8,156.2881228509076,168.9932054461552,no pobre,basal,3,0.0,766.0,1.0,44.0,17,363,59,10,1.0
97,1.0,0.0,4.3509998,1.0,9.0,8,156.2881228509076,168.9932054461552,no pobre,basal,3,0.0,766.0,1.0,44.0,15,363,60,9,1.0
98,1.0,0.0,4.3509998,1.0,11.0,8,156.2881228509076,168.9932054461552,no pobre,basal,3,0.0,766.0,1.0,44.0,16,363,60,9,1.0
97,1.0,0.0,4.3509998,1.0,8.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,83.333336,947.0,1.0,72.0,16,363,61,8,1.0
98,1.0,0.0,4.3509998,,,5,156.2881228509076,168.9932054461552,pobre,basal,1,83.333336,947.0,1.0,72.0,17,363,61,8,1.0
97,0.0,0.0,4.3509998,1.0,2.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,83.333336,947.0,1.0,72.0,9,363,62,2,1.0
98,0.0,0.0,4.3509998,1.0,3.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,83.333336,947.0,1.0,72.0,10,363,62,2,1.0
97,1.0,0.0,4.3509998,1.0,1.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,83.333336,947.0,1.0,72.0,7,363,63,1,1.0
98,1.0,0.0,4.3509998,1.0,1.0,5,156.2881228509076,168.9932054461552,pobre,basal,1,83.333336,947.0,1.0,72.0,8,363,63,1,1.0
97,1.0,0.0,4.3509998,1.0,4.0,6,156.2881228509076,168.9932054461552,pobre,basal,3,750.0,827.0,1.0,48.0,15,363,64,4,1.0
98,1.0,0.0,4.3509998,1.0,5.0,6,156.2881228509076,168.9932054461552,pobre,basal,3,750.0,827.0,1.0,48.0,16,363,64,4,1.0
97,0.0,0.0,4.3509998,1.0,6.0,6,156.2881228509076,168.9932054461552,pobre,basal,3,750.0,827.0,1.0,48.0,12,363,65,6,1.0
98,0.0,0.0,4.3509998,1.0,7.0,6,156.2881228509076,168.9932054461552,pobre,basal,3,750.0,827.0,1.0,48.0,13,363,65,6,1.0
97,1.0,0.0,4.3509998,1.0,4.0,6,156.2881228509076,168.9932054461552,pobre,basal,3,750.0,827.0,1.0,48.0,10,363,66,4,1.0
98,1.0,0.0,4.3509998,1.0,5.0,6,156.2881228509076,168.9932054461552,pobre,basal,3,750.0,827.0,1.0,48.0,11,363,66,4,1.0
97,1.0,0.0,4.3509998,1.0,3.0,3,156.2881228509076,168.9932054461552,no pobre,basal,7,0.0,840.0,0.0,25.0,9,363,67,3,1.0
98,1.0,0.0,4.3509998,1.0,4.0,3,156.2881228509076,168.9932054461552,no pobre,basal,7,0.0,840.0,0.0,25.0,10,363,67,3,1.0
97,1.0,0.0,4.3509998,1.0,1.0,3,156.2881228509076,168.9932054461552,no pobre,basal,7,0.0,840.0,0.0,25.0,7,363,68,1,1.0
98,1.0,0.0,4.3509998,1.0,1.0,3,156.2881228509076,168.9932054461552,no pobre,basal,7,0.0,840.0,0.0,25.0,8,363,68,1,1.0
97,1.0,0.0,4.3509998,1.0,3.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,552.0,1.0,33.0,10,363,69,3,1.0
98,1.0,0.0,4.3509998,1.0,3.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,552.0,1.0,33.0,11,363,69,3,1.0
97,1.0,0.0,4.3509998,1.0,2.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,552.0,1.0,33.0,9,363,70,2,1.0
98,1.0,0.0,4.3509998,1.0,2.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,552.0,1.0,33.0,10,363,70,2,1.0
97,0.0,0.0,4.3509998,1.0,7.0,7,156.2881228509076,168.9932054461552,no pobre,basal,6,583.33331,980.03998,1.0,53.0,14,363,71,7,1.0
98,0.0,0.0,4.3509998,1.0,8.0,7,156.2881228509076,168.9932054461552,no pobre,basal,6,583.33331,980.03998,1.0,53.0,15,363,71,7,1.0
97,0.0,0.0,4.3509998,1.0,1.0,7,156.2881228509076,168.9932054461552,no pobre,basal,6,583.33331,980.03998,1.0,53.0,7,363,72,1,1.0
98,0.0,0.0,4.3509998,1.0,2.0,7,156.2881228509076,168.9932054461552,no pobre,basal,6,583.33331,980.03998,1.0,53.0,8,363,72,1,1.0
97,0.0,0.0,4.3509998,0.0,1.0,7,156.2881228509076,168.9932054461552,no pobre,basal,6,583.33331,980.03998,1.0,53.0,16,363,73,1,0.0
98,0.0,0.0,4.3509998,,,7,156.2881228509076,168.9932054461552,no pobre,basal,6,583.33331,980.03998,1.0,53.0,17,363,73,1,0.0
97,1.0,0.0,4.3509998,1.0,6.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,1030.0,1.0,55.0,16,363,74,6,1.0
98,1.0,0.0,4.3509998,,,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,1030.0,1.0,55.0,17,363,74,6,1.0
97,1.0,0.0,4.3509998,1.0,5.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,1030.0,1.0,55.0,12,363,75,5,1.0
98,1.0,0.0,4.3509998,1.0,8.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,1030.0,1.0,55.0,13,363,75,5,1.0
97,0.0,0.0,4.3509998,1.0,3.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,1030.0,1.0,55.0,11,363,76,3,1.0
98,0.0,0.0,4.3509998,1.0,6.0,7,156.2881228509076,168.9932054461552,no pobre,basal,0,0.0,1030.0,1.0,55.0,12,363,76,3,1.0
97,0.0,0.0,4.3509998,1.0,8.0,5,156.2881228509076,168.9932054461552,no pobre,basal,6,0.0,956.0,1.0,59.0,16,363,77,8,1.0
98,0.0,0.0,4.3509998,,,5,156.2881228509076,168.9932054461552,no pobre,basal,6,0.0,956.0,1.0,59.0,17,363,77,8,1.0
97,1.0,0.0,4.3509998,1.0,6.0,5,156.2881228509076,168.9932054461552,no pobre,basal,6,0.0,956.0,1.0,59.0,12,363,78,6,1.0
98,1.0,0.0,4.3509998,1.0,5.0,5,156.2881228509076,168.9932054461552,no pobre,basal,6,0.0,956.0,1.0,59.0,13,363,78,6,1.0
97,0.0,0.0,4.3509998,1.0,1.0,5,156.2881228509076,168.9932054461552,no pobre,basal,6,0.0,956.0,1.0,59.0,7,363,79,1,1.0
98,0.0,0.0,4.3509998,1.0,2.0,5,156.2881228509076,168.9932054461552,no pobre,basal,6,0.0,956.0,1.0,59.0,8,363,79,1,1.0
97,1.0,0.0,4.3509998,1.0,7.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,609.0,1.0,72.0,15,363,80,7,1.0
98,1.0,0.0,4.3509998,1.0,7.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,609.0,1.0,72.0,16,363,80,7,1.0
97,0.0,0.0,4.3509998,1.0,7.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,609.0,1.0,72.0,14,363,81,7,1.0
98,0.0,0.0,4.3509998,1.0,7.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,609.0,1.0,72.0,15,363,81,7,1.0
97,1.0,0.0,4.3509998,1.0,3.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,609.0,1.0,72.0,8,363,82,3,1.0
98,1.0,0.0,4.3509998,1.0,4.0,7,156.2881228509076,168.9932054461552,pobre,basal,0,625.0,609.0,1.0,72.0,9,363,82,3,1.0
97,0.0,0.0,4.3509998,1.0,1.0,4,156.2881228509076,168.9932054461552,pobre,basal,6,750.0,760.0,1.0,36.0,7,363,83,1,1.0
98,0.0,0.0,4.3509998,1.0,2.0,4,156.2881228509076,168.9932054461552,pobre,basal,6,750.0,760.0,1.0,36.0,8,363,83,1,1.0
97,1.0,0.0,4.3509998,0.0,6.0,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,16,363,84,6,0.0
98,1.0,0.0,4.3509998,,,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,17,363,84,6,0.0
97,1.0,0.0,4.3509998,0.0,6.0,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,13,363,85,6,0.0
98,1.0,0.0,4.3509998,1.0,7.0,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,14,363,85,6,0.0
97,1.0,0.0,4.3509998,1.0,4.0,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,9,363,86,4,1.0
98,1.0,0.0,4.3509998,1.0,5.0,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,10,363,86,4,1.0
97,1.0,0.0,4.3509998,1.0,1.0,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,7,363,87,1,1.0
98,1.0,0.0,4.3509998,1.0,1.0,9,156.2881228509076,168.9932054461552,pobre,basal,0,0.0,756.0,1.0,47.0,8,363,87,1,1.0
97,1.0,0.0,4.3509998,1.0,1.0,4,156.2881228509076,168.9932054461552,pobre,basal,0,912.5,691.0,0.0,43.0,8,363,88,1,1.0
98,1.0,0.0,4.3509998,1.0,2.0,4,156.2881228509076,168.9932054461552,pobre,basal,0,912.5,691.0,0.0,43.0,9,363,88,1,1.0
